date,New daily cases per 100k
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.002157142857142857
2020-03-15,0.03477142857142857
2020-03-22,0.15448571428571428
2020-03-29,0.39570000000000005
2020-04-05,0.7129
2020-04-12,0.9777714285714286
2020-04-19,0.8555571428571429
2020-04-26,0.9071714285714286
2020-05-03,0.7534
2020-05-10,0.8157714285714286
2020-05-17,0.9340571428571429
2020-05-24,0.9584285714285715
2020-05-31,0.946242857142857
2020-06-07,0.8655857142857143
2020-06-14,1.0863857142857143
2020-06-21,0.9329714285714287
2020-06-28,0.7505428571428572
2020-07-05,0.7186428571428571
2020-07-12,0.6458714285714285
2020-07-19,0.7974857142857142
2020-07-26,1.0308285714285714
2020-08-02,1.3347714285714285
2020-08-09,1.7279571428571427
2020-08-16,1.764514285714286
2020-08-23,1.8247285714285713
2020-08-30,1.8129000000000002
2020-09-06,1.4867428571428571
2020-09-13,1.1695285714285715
2020-09-20,1.6774142857142855
2020-09-27,2.7419285714285713
2020-10-04,4.358428571428571
2020-10-11,8.422228571428573
2020-10-18,16.341214285714283
2020-10-25,26.77992857142857
2020-11-01,44.7258
2020-11-08,61.974557142857144
2020-11-15,65.76272857142857
2020-11-22,57.415057142857144
2020-11-29,37.250171428571434
2020-12-06,28.079928571428574
2020-12-13,25.889242857142857
2020-12-20,24.018642857142858
2020-12-27,19.750185714285713
2021-01-03,21.924371428571426
2021-01-10,24.017557142857147
2021-01-17,17.900357142857143
2021-01-24,14.273114285714286
2021-01-31,13.506085714285716
2021-02-07,13.216128571428571
2021-02-14,13.869885714285715
2021-02-21,17.854114285714285
2021-02-28,24.453757142857143
2021-03-07,31.516485714285714
2021-03-14,39.96845714285714
2021-03-21,54.435128571428564
2021-03-28,68.67418571428571
2021-04-04,67.21361428571429
2021-04-11,48.741928571428566
2021-04-18,40.6509
2021-04-25,25.375985714285715
2021-05-02,15.899285714285714
2021-05-09,10.6853
2021-05-16,7.693899999999999
2021-05-23,4.137271428571428
2021-05-30,2.278142857142857
2021-06-06,1.1480285714285714
2021-06-13,0.7924714285714286
2021-06-20,0.46774285714285707
2021-06-27,0.31434285714285715
2021-07-04,0.22724285714285714
2021-07-11,0.19999999999999998
2021-07-18,0.21755714285714284
2021-07-25,0.26272857142857137
2021-08-01,0.3161285714285715
2021-08-08,0.38351428571428575
2021-08-15,0.44444285714285714
2021-08-22,0.49211428571428567
2021-08-29,0.5652285714285715
2021-09-05,0.8078857142857142
2021-09-12,1.1347714285714285
2021-09-19,1.5354857142857143
2021-09-26,1.900714285714286
2021-10-03,2.7361999999999997
2021-10-10,4.134414285714286
2021-10-17,6.161642857142858
2021-10-24,11.945157142857141
2021-10-31,18.739785714285716
2021-11-07,28.293542857142857
2021-11-14,35.94372857142857
2021-11-21,50.452328571428566
2021-11-28,58.16164285714286
2021-12-05,58.616128571428575
2021-12-12,56.20895714285714
2021-12-19,46.81075714285714
2021-12-26,32.62508571428571
2022-01-02,27.80645714285714
2022-01-09,30.742657142857144
2022-01-16,35.78924285714286
2022-01-23,73.52938571428571
2022-01-30,119.85017142857144
2022-02-06,111.50824285714286
2022-02-13,84.61827142857143
2022-02-20,54.626157142857146
2022-02-27,38.24551428571429
2022-03-06,29.12902857142857
2022-03-13,27.57097142857143
2022-03-20,25.979214285714285
2022-03-27,18.678499999999996
2022-04-03,9.472399999999999
2022-04-10,3.091757142857143
2022-04-17,2.5268857142857146
2022-04-24,2.1347714285714288
2022-05-01,1.991042857142857
2022-05-08,1.3179142857142858
2022-05-15,1.082085714285714
2022-05-22,0.7526857142857144
2022-05-29,0.5831571428571428
2022-06-05,0.5222285714285714
2022-06-12,0.5147
2022-06-19,0.4286714285714286
2022-06-26,0.6595000000000001
2022-07-03,1.195342857142857
2022-07-10,2.0860285714285713
2022-07-17,3.6742
2022-07-24,5.948028571428572
2022-07-31,7.405371428571428
2022-08-07,8.827957142857143
2022-08-14,8.9638
2022-08-21,8.758785714285715
2022-08-28,8.437628571428572
2022-09-04,7.267028571428571
2022-09-11,9.024728571428572
2022-09-18,11.494985714285715
2022-09-25,10.283871428571429
2022-10-02,8.650542857142858
2022-10-09,6.366671428571428
2022-10-16,4.156985714285714
2022-10-23,2.9200714285714287
2022-10-30,1.9369142857142858
2022-11-06,1.2512571428571426
2022-11-13,0.9100428571428572
2022-11-20,0.9078857142857143
2022-11-27,0.8871
2022-12-04,1.1078857142857144
2022-12-11,1.1071714285714285
2022-12-18,1.4713285714285713
2022-12-25,1.3946285714285713
2023-01-01,1.1326142857142858
2023-01-08,0.9437285714285715
2023-01-15,0.7383571428571428
2023-01-22,0.7466
2023-01-29,1.0351285714285716
2023-02-05,1.7039428571428572
2023-02-12,2.3853
2023-02-19,3.8003571428571425
2023-02-26,5.365942857142857
2023-03-05,6.115414285714286
2023-03-12,7.306457142857143
2023-03-19,7.292828571428571
2023-03-26,5.513614285714285
2023-04-02,3.3541285714285713
2023-04-09,2.2831571428571427
2023-04-16,1.6742000000000001
2023-04-23,1.1523285714285714
2023-04-30,0.6813571428571429
2023-05-07,0.3344142857142857
2023-05-14,0.2885285714285714
2023-05-21,0.2336857142857143
2023-05-28,0.1828
2023-06-04,0.13835714285714287
2023-06-11,0.09318571428571429
2023-06-18,0.07204285714285714
2023-06-25,0.06415714285714284
2023-07-02,0.03691428571428572
2023-07-09,0.024014285714285714
2023-07-16,0.029028571428571428
2023-07-23,0.02544285714285714
2023-07-30,0.016842857142857142
2023-08-06,0.033685714285714284
2023-08-13,0.0448
2023-08-20,0.06738571428571428
2023-08-27,0.09032857142857144
2023-09-03,0.13225714285714285
2023-09-10,0.1931857142857143
2023-09-17,0.3344142857142857
2023-09-24,0.4379857142857143
2023-10-01,0.5150571428571429
2023-10-08,0.5129
2023-10-15,0.6236571428571428
2023-10-22,0.8942714285714286
2023-10-29,1.4114714285714285
2023-11-05,1.5272428571428571
2023-11-12,2.2319
2023-11-19,2.674914285714286
2023-11-26,3.4802857142857144
2023-12-03,4.699285714285714
2023-12-10,6.0957
2023-12-17,6.585657142857142
2023-12-24,5.574914285714286
2023-12-31,2.659142857142857
2024-01-07,3.0871
2024-01-14,1.7828000000000002
2024-01-21,1.5286714285714287
2024-01-28,1.2358428571428572
2024-02-04,0.8580714285714286
2024-02-11,0.6426571428571428
2024-02-18,0.46594285714285716
2024-02-25,0.3967714285714286
2024-03-03,0.2448
2024-03-10,0.16738571428571428
2024-03-17,0.13620000000000002
2024-03-24,0.0992857142857143
2024-03-31,0.09068571428571429
2024-04-07,0.061285714285714284
2024-04-14,0.04874285714285714
2024-04-21,0.03047142857142857
2024-04-28,0.039428571428571424
2024-05-05,0.039428571428571424
2024-05-12,0.036199999999999996
2024-05-19,0.055914285714285715
